"","Date Of Sale","Address","Postal Code","County","Price","Not Full Market Price","VAT Exclusive","Description Of Property","Property Size Description"
"306","15/01/2019","39 CLADDAGH RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin",70000,"No","No","Second-Hand Dwelling house /Apartment",NA
"307","15/01/2019","43 JOHN MCCORMACK AVE, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin",365000,"No","No","Second-Hand Dwelling house /Apartment",NA
"308","15/01/2019","46 CHARNWOOD GROVE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",335000,"No","No","Second-Hand Dwelling house /Apartment",NA
"309","15/01/2019","46 PALMERSTOWN PARK, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"310","15/01/2019","5 BESSBOROUGH PARADE, RATHMINES, DUBLIN","Dublin 6","Dublin",803500,"No","No","Second-Hand Dwelling house /Apartment",NA
"313","15/01/2019","6 GREENLANDS, SUNBURY COURT, DARTRY RD DUBLIN 6","Dublin 6","Dublin",465000,"No","No","Second-Hand Dwelling house /Apartment",NA
"314","15/01/2019","64 HUNTERS WALK, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"315","15/01/2019","7 MELVILLE CLOSE, CITYSIDE, FINGLAS","Dublin 11","Dublin",280000,"No","No","Second-Hand Dwelling house /Apartment",NA
"328","16/01/2019","113 ALLENDALE SQ, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",232000,"No","No","Second-Hand Dwelling house /Apartment",NA
"331","16/01/2019","13 DISCOVERY, ROYAL CANAL PARK, RATOATH RD DUBLIN 15","Dublin 7","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"332","16/01/2019","13 GILBERT RD, SOUTH CIRCULAR RD, DUBLIN 8","Dublin 8","Dublin",427500,"No","No","Second-Hand Dwelling house /Apartment",NA
"333","16/01/2019","13 ROSS ST, STONEYBATTER, DUBLIN 7","Dublin 7","Dublin",319000,"No","No","Second-Hand Dwelling house /Apartment",NA
"336","16/01/2019","148 GLASNEVIN AVE, DUBLIN 11, DUBLIN","Dublin 11","Dublin",490000,"No","No","Second-Hand Dwelling house /Apartment",NA
"337","16/01/2019","16 TUSCANY DOWNS, RAHENY, DUBLIN 5","Dublin 5","Dublin",375000,"No","No","Second-Hand Dwelling house /Apartment",NA
"338","16/01/2019","17 LAMBOURNE VILLAGE, CLONTARF, DUBLIN 3","Dublin 3","Dublin",360000,"No","No","Second-Hand Dwelling house /Apartment",NA
"339","16/01/2019","17 SWEEPSTAKES, BALLSBRIDGE PARK, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin",487000,"No","No","Second-Hand Dwelling house /Apartment",NA
"345","16/01/2019","29 PARK COURT, PARK AVENUE, SANDYMOUNT","Dublin 4","Dublin",443000,"No","No","Second-Hand Dwelling house /Apartment",NA
"346","16/01/2019","37 SUNCROFT PARK, MOUNTAIN VIEW, TALLAGHT DUBLIN 24","Dublin 24","Dublin",210000,"No","No","Second-Hand Dwelling house /Apartment",NA
"349","16/01/2019","40 TEMPLEMORE AVENUE, RATHGAR, DUBLIN 6","Dublin 6","Dublin",832000,"No","No","Second-Hand Dwelling house /Apartment",NA
"350","16/01/2019","42 AVE MARIA ROAD, MARYLAND, DUBLIN 8","Dublin 8","Dublin",228000,"No","No","Second-Hand Dwelling house /Apartment",NA
"351","16/01/2019","44 REDMILL APTS, BRUNSWICK ST NORTH, DUBLIN 1","Dublin 7","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"352","16/01/2019","48 SHREWSBURY LAWN, CABINTEELY, DUBLIN 18","Dublin 18","Dublin",628000,"No","No","Second-Hand Dwelling house /Apartment",NA
"353","16/01/2019","48 SUMMERVILLE, CLONTARF, DUBLIN 3","Dublin 3","Dublin",840000,"No","No","Second-Hand Dwelling house /Apartment",NA
"354","16/01/2019","5 KINGS HALL, PHIBSBOROUGH RD, PHIBSBOROUGH DUBLIN 7","Dublin 7","Dublin",260000,"No","No","Second-Hand Dwelling house /Apartment",NA
"357","16/01/2019","56 PARK LAWN, CLONTARF, DUBLIN 3","Dublin 3","Dublin",660000,"No","No","Second-Hand Dwelling house /Apartment",NA
"359","16/01/2019","64 DEAN SWIFT RD, DUBLIN 11, DUBLIN","Dublin 11","Dublin",375000,"No","No","Second-Hand Dwelling house /Apartment",NA
"360","16/01/2019","7 THE LODGE, SEABROOK MANOR, PORTMARNOCK","Dublin 13","Dublin",275000,"No","No","Second-Hand Dwelling house /Apartment",NA
"361","16/01/2019","73 NORTH CIRCULAR ROAD, DUBLIN 7, DUBLIN","Dublin 7","Dublin",650000,"No","No","Second-Hand Dwelling house /Apartment",NA
"362","16/01/2019","9 AIRPARK RISE, STOCKING LANE, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin",455000,"No","No","Second-Hand Dwelling house /Apartment",NA
"363","16/01/2019","9 TEMPLE MANOR GROVE, GREENHILLS, DUBLIN 12","Dublin 12","Dublin",520000,"No","No","Second-Hand Dwelling house /Apartment",NA
"366","16/01/2019","APT 41, FITZWILLIAM POINT, FITZWILLIAM QUAY DUBLIN 4","Dublin 4","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"367","16/01/2019","BALROY, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin",2500000,"No","No","Second-Hand Dwelling house /Apartment",NA
"369","17/01/2019","10 CLANBRASSIL ST LOWER, CIRCULAR RD SOUTH, DUBLIN 8","Dublin 8","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"370","17/01/2019","106 CLIFDEN COURT, ELLIS QUAY, DUBLIN 7","Dublin 7","Dublin",2e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"371","17/01/2019","12 ARDMORE DR, ARTANE, DUBLIN 5","Dublin 5","Dublin",351000,"No","No","Second-Hand Dwelling house /Apartment",NA
"374","17/01/2019","13 ALEXANDRA COURT, WOODLINE TERRACE, DUNDRUM DUBLIN 14","Dublin 14","Dublin",365000,"No","No","Second-Hand Dwelling house /Apartment",NA
"375","17/01/2019","13 TOLKA COTTAGES, FINGLAS RD OLD, GLASNEVIN DUBLIN 11","Dublin 11","Dublin",440000,"No","No","Second-Hand Dwelling house /Apartment",NA
"376","17/01/2019","16 BEECHFIELD HAVEN, SHANKILL, DUBLIN","Dublin 18","Dublin",290000,"No","No","Second-Hand Dwelling house /Apartment",NA
"377","17/01/2019","18 TALBOT DOWNS, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",570000,"No","No","Second-Hand Dwelling house /Apartment",NA
"378","17/01/2019","1A WHEATFIELD GROVE, PORTMARNOCK, DUBLIN","Dublin 13","Dublin",530000,"No","No","Second-Hand Dwelling house /Apartment",NA
"379","17/01/2019","20 COURT VIEW, CASTLE AVE, CLONTARF DUBLIN 3","Dublin 3","Dublin",450000,"No","No","Second-Hand Dwelling house /Apartment",NA
"380","17/01/2019","20 GEOFFREY KEATING RD, SOUTH CIRCULAR RD, DUBLIN 8","Dublin 8","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"381","17/01/2019","201B HAMPTON LODGE, GRACEPARK RD, DRUMCONDRA","Dublin 9","Dublin",265000,"No","No","Second-Hand Dwelling house /Apartment",NA
"383","17/01/2019","23 TIR CONNELL GROVE, INCHICORE, DUBLIN 8","Dublin 8","Dublin",260000,"No","No","Second-Hand Dwelling house /Apartment",NA
"384","17/01/2019","25 MCKEE AVE, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"385","17/01/2019","26 KINGSLAND PARK AVE, PORTOBELLO, DUBLIN","Dublin 8","Dublin",640000,"No","No","Second-Hand Dwelling house /Apartment",NA
"386","17/01/2019","27 DRURY HALL, LOWER STEPHENS ST, DUBLIN 2","Dublin 2","Dublin",413000,"No","No","Second-Hand Dwelling house /Apartment",NA
"389","17/01/2019","29 MONTPELIER GARDENS, PHOENIX PARK, DUBLIN 7","Dublin 7","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"391","17/01/2019","3 CRUISE PARK WALK, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin",280000,"No","No","Second-Hand Dwelling house /Apartment",NA
"393","17/01/2019","31A Coolamber Court, Knocklyon, Dublin 16","Dublin 16","Dublin",485000,"No","No","New Dwelling house /Apartment",NA
"395","17/01/2019","34 FERNDALE AVE, BALLYGALL, DUBLIN 11","Dublin 11","Dublin",2e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"396","17/01/2019","34 MARYSFIELD CRESANT, ARTANE, DUBLIN 5","Dublin 5","Dublin",327500,"No","No","Second-Hand Dwelling house /Apartment",NA
"397","17/01/2019","36 BELFRY RD, CITYWEST, DUBLIN 24","Dublin 24","Dublin",146500,"No","No","Second-Hand Dwelling house /Apartment",NA
"398","17/01/2019","39 LEINSTER RD, RATHMINES DUBLIN 6, DUBLIN","Dublin 6","Dublin",180000,"No","No","Second-Hand Dwelling house /Apartment",NA
"400","17/01/2019","4 WOODLANDS, PORTMARNOCK, DUBLIN","Dublin 13","Dublin",505000,"No","No","Second-Hand Dwelling house /Apartment",NA
"403","17/01/2019","45 WATERLOO ROAD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin",1600000,"No","No","Second-Hand Dwelling house /Apartment",NA
"404","17/01/2019","5 BEVERLY RISE, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin",430000,"No","No","Second-Hand Dwelling house /Apartment",NA
"405","17/01/2019","53 THE PARK, KINGSWOOD HEIGHTS, DUBLIN 24","Dublin 24","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"407","17/01/2019","57 THE WEAVERS, SOUTH EARL ST, DUBLIN 8","Dublin 8","Dublin",201000,"No","No","Second-Hand Dwelling house /Apartment",NA
"410","17/01/2019","7 BECTIVE SQ, PHIBSBOROUGH RD, PHIBSBOROUGH DUBLIN 7","Dublin 7","Dublin",248000,"No","No","Second-Hand Dwelling house /Apartment",NA
"412","17/01/2019","71A WOODAVENS, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin",225000,"No","No","Second-Hand Dwelling house /Apartment",NA
"413","17/01/2019","8 FRANKFORT COURT, DUNDRUM, DUBLIN 14","Dublin 14","Dublin",505000,"No","No","Second-Hand Dwelling house /Apartment",NA
"414","17/01/2019","84 Hawthorns Road, Wedgewood, Sandyford","Dublin 16","Dublin",415000,"No","No","Second-Hand Dwelling house /Apartment",NA
"415","17/01/2019","84 ST BRENDANS AVE, COOLOCK, DUBLIN 5","Dublin 5","Dublin",362000,"No","No","Second-Hand Dwelling house /Apartment",NA
"417","17/01/2019","91 RINGSEND PARK, RINGSEND, DUBLIN 4","Dublin 4","Dublin",420000,"No","No","Second-Hand Dwelling house /Apartment",NA
"418","17/01/2019","93 GLASLYN, HOWTH RD, DUBLIN","Dublin 3","Dublin",340000,"No","No","Second-Hand Dwelling house /Apartment",NA
"421","17/01/2019","APT 133, 109 PARNELL ST, DUBLIN","Dublin 1","Dublin",210000,"No","No","Second-Hand Dwelling house /Apartment",NA
"422","17/01/2019","APT 1, 101 GROVE PARK, RATHMINES DUBLIN 6","Dublin 6","Dublin",375000,"No","No","Second-Hand Dwelling house /Apartment",NA
"423","17/01/2019","APT 502 CUBE 2, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18","Dublin 18","Dublin",255000,"No","No","Second-Hand Dwelling house /Apartment",NA
"424","17/01/2019","APT 8, CHAMBERLAIN COURT, RICHMOND AVE DUBLIN 3","Dublin 3","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"427","18/01/2019","10 CARBERRY RD, GRIFFITH AVE, DRUMCONDRA DUBLIN 9","Dublin 9","Dublin",435000,"No","No","Second-Hand Dwelling house /Apartment",NA
"428","18/01/2019","106 CROMWELLSFORT RD, WALKINSTOWN, DUBLIN 12","Dublin 12","Dublin",485000,"No","No","Second-Hand Dwelling house /Apartment",NA
"429","18/01/2019","116 DEAN SWIFT RD, GLASNEVIN, DUBLIN 11","Dublin 11","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"430","18/01/2019","12 NEWBURY AVE, CLONSHAUGH, DUBLIN 17","Dublin 17","Dublin",320000,"No","No","Second-Hand Dwelling house /Apartment",NA
"431","18/01/2019","12 OMOORE RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"432","18/01/2019","124 KENNELSFORT RD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin",150000,"No","No","Second-Hand Dwelling house /Apartment",NA
"436","18/01/2019","14 MOREHAMPTON MEWS, MOREHAMPTON RD, DONNYBROOK DUBLIN 4","Dublin 4","Dublin",372000,"No","No","Second-Hand Dwelling house /Apartment",NA
"437","18/01/2019","140 MOUNT PROSPECT AVE, DOLLYMOUNT, DUBLIN 3","Dublin 3","Dublin",898000,"No","No","Second-Hand Dwelling house /Apartment",NA
"438","18/01/2019","15 CAIRNWOOD COURT, BELGARD, DUBLIN 24","Dublin 24","Dublin",242500,"No","No","Second-Hand Dwelling house /Apartment",NA
"439","18/01/2019","15 GRACEPARK MANOR, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin",330000,"No","No","Second-Hand Dwelling house /Apartment",NA
"440","18/01/2019","16 CASTLE LAWNS, KILGOBBIN WOODS, DUBLIN 18","Dublin 18","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"441","18/01/2019","160 BEAUMONT RD, BEAUMONT, DUBLIN 9","Dublin 9","Dublin",380000,"No","No","Second-Hand Dwelling house /Apartment",NA
"442","18/01/2019","17 MONTROSE GROVE, ARTANE, DUBLIN 5","Dublin 5","Dublin",370000,"No","No","Second-Hand Dwelling house /Apartment",NA
"443","18/01/2019","17 STEPASIDE PARK, STEPASIDE, DUBLIN 18","Dublin 18","Dublin",760000,"No","No","Second-Hand Dwelling house /Apartment",NA
"444","18/01/2019","183 DOWNPATRICK RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin",142500,"No","No","Second-Hand Dwelling house /Apartment",NA
"447","18/01/2019","197 CRUISE PARK DR, TYRELLSTOWN, DUBLIN 15","Dublin 15","Dublin",162000,"No","No","Second-Hand Dwelling house /Apartment",NA
"452","18/01/2019","22 LANDSDOWNE PARK, KNOCKLYON, DUBLIN 16","Dublin 16","Dublin",595000,"No","No","Second-Hand Dwelling house /Apartment",NA
"453","18/01/2019","22 WOODFIELD TERRACE, SARSFIELD RD, INCHICORE","Dublin 10","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"455","18/01/2019","249 SWORDS RD, SANTRY, DUBLIN 9","Dublin 9","Dublin",391000,"No","No","Second-Hand Dwelling house /Apartment",NA
"456","18/01/2019","26 RIVERBANK, RATHFARNHAM, DUBLIN 6","Dublin 14","Dublin",220000,"No","No","Second-Hand Dwelling house /Apartment",NA
"457","18/01/2019","2A VERNON COURT, CLONTARF ROAD, DUBLIN 3","Dublin 3","Dublin",345000,"No","No","Second-Hand Dwelling house /Apartment",NA
"458","18/01/2019","3 DROMEEN AVE, DUBLIN 9, DUBLIN","Dublin 9","Dublin",395000,"No","No","Second-Hand Dwelling house /Apartment",NA
"460","18/01/2019","30 CHARLESTOWN AVE, CHARLESTOWN, ST MARGARET RD DUBLIN 11","Dublin 11","Dublin",250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"462","18/01/2019","32 VILLIERS RD, RATHGAR, DUBLIN 6","Dublin 6","Dublin",1430000,"No","No","Second-Hand Dwelling house /Apartment",NA
"464","18/01/2019","35 GROSVENOR PLACE, RATHMINES, DUBLIN 6","Dublin 6","Dublin",615000,"No","No","Second-Hand Dwelling house /Apartment",NA
"465","18/01/2019","351 NAVAN RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin",510000,"No","No","Second-Hand Dwelling house /Apartment",NA
"466","18/01/2019","38 CLOYNE RD, KIMMAGE, DUBLIN 12","Dublin 12","Dublin",281000,"No","No","Second-Hand Dwelling house /Apartment",NA
"468","18/01/2019","4 BELARMINE CLOSE, STEPASIDE, DUBLIN 18","Dublin 18","Dublin",535000,"No","No","Second-Hand Dwelling house /Apartment",NA
"469","18/01/2019","4 CAMBRIDGE TERRACE, RANELAGH, DUBLIN 6","Dublin 6","Dublin",10000,"No","No","Second-Hand Dwelling house /Apartment",NA
"472","18/01/2019","42 TORQUAY WOOD, LEOPARDSTOWN, DUBLIN 18","Dublin 18","Dublin",802500,"No","No","Second-Hand Dwelling house /Apartment",NA
"474","18/01/2019","44 BEAUVALE PARK, ARTANE, DUBLIN 5","Dublin 5","Dublin",325000,"No","No","Second-Hand Dwelling house /Apartment",NA
"477","18/01/2019","49 THE PARK, KINGSWOOD HEIGHTS, DUBLIN 12","Dublin 24","Dublin",360000,"No","No","Second-Hand Dwelling house /Apartment",NA
"478","18/01/2019","50 FORT OSTMAN, OLD COUNTY RD, CRUMLIN DUBLIN 12","Dublin 12","Dublin",210000,"No","No","Second-Hand Dwelling house /Apartment",NA
"479","18/01/2019","51 DAVIS COURT, THOMAS DAVIS ST, INCHICORE DUBLIN 8","Dublin 8","Dublin",241000,"No","No","Second-Hand Dwelling house /Apartment",NA
"480","18/01/2019","521 KILMAINHAM SQ, INCHICORE RD, KILMAINHAM DUBLIN 8","Dublin 8","Dublin",282500,"No","No","Second-Hand Dwelling house /Apartment",NA
"484","18/01/2019","66 MEADOWBANK, OFF BUSHY PARK RD, RATHGAR DUBLIN 6","Dublin 6","Dublin",503000,"No","No","Second-Hand Dwelling house /Apartment",NA
"485","18/01/2019","66 WHEATFIELD RD, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin",320000,"No","No","Second-Hand Dwelling house /Apartment",NA
"487","18/01/2019","7 ELLENSBOROUGH DOWNS, KILTIPPER RD, TALLAGHT DUBLIN 24","Dublin 24","Dublin",375000,"No","No","Second-Hand Dwelling house /Apartment",NA
"492","18/01/2019","8 LIMEWOOD AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin",335000,"No","No","Second-Hand Dwelling house /Apartment",NA
"494","18/01/2019","84 RATHGAR ROAD, RATHGAR, DUBLIN 6","Dublin 6","Dublin",980000,"No","No","Second-Hand Dwelling house /Apartment",NA
"495","18/01/2019","9 ARGYLE RD, DONNYBROOK, DUBLIN 4","Dublin 4","Dublin",2650000,"No","No","Second-Hand Dwelling house /Apartment",NA
"497","18/01/2019","9 ST DAVIDS, ARTANE, DUBLIN 5","Dublin 5","Dublin",485000,"No","No","Second-Hand Dwelling house /Apartment",NA
"498","18/01/2019","9 TALBOT COURT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin",515000,"No","No","Second-Hand Dwelling house /Apartment",NA
"499","18/01/2019","APT 11, 46 GREAT GEORGES ST NORTH, DUBLIN 1","Dublin 1","Dublin",373000,"No","No","Second-Hand Dwelling house /Apartment",NA
"500","18/01/2019","APT 207, THE OAK, GRANGE HALL DUBLIN 16","Dublin 16","Dublin",317000,"No","No","Second-Hand Dwelling house /Apartment",NA
"503","18/01/2019","SILVERACRE, 724 HOWTH RD, DUBLIN 5","Dublin 5","Dublin",1850000,"No","No","Second-Hand Dwelling house /Apartment",NA
"510","21/01/2019","10 ENNEL AVE, ARTANE, DUBLIN 5","Dublin 5","Dublin",287000,"No","No","Second-Hand Dwelling house /Apartment",NA
"512","21/01/2019","10 SANDYFORD HALL GROVE, SANDYFORD, DUBLIN 18","Dublin 18","Dublin",486000,"No","No","Second-Hand Dwelling house /Apartment",NA
"513","21/01/2019","106 WATERSIDE, CHARLOTTE QUAY, DUBLIN 4","Dublin 4","Dublin",250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"514","21/01/2019","11 GREENMOUNT SQ, HAROLDS CROSS, DUBLIN 12","Dublin 12","Dublin",277500,"No","No","Second-Hand Dwelling house /Apartment",NA
"517","21/01/2019","15 PORTERSGATE AVE, CLONSILLA, DUBLIN 15","Dublin 15","Dublin",350000,"No","No","Second-Hand Dwelling house /Apartment",NA
"518","21/01/2019","16 MARYVILLE RD, RAHENY, DUBLIN 5","Dublin 5","Dublin",475000,"No","No","Second-Hand Dwelling house /Apartment",NA
"519","21/01/2019","18 GOLDSMITH HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin",390000,"No","No","Second-Hand Dwelling house /Apartment",NA
"521","21/01/2019","18 THE QUARRY APTS, CARRICKHILL RD, PORTMARNOCK","Dublin 13","Dublin",237000,"No","No","Second-Hand Dwelling house /Apartment",NA
"522","21/01/2019","180 KILLESTER AVE, KILLESTER, DUBLIN 5","Dublin 5","Dublin",317000,"No","No","Second-Hand Dwelling house /Apartment",NA
"523","21/01/2019","19 MOUNT CARMEL PARK, FIRHOUSE, DUBLIN 24","Dublin 24","Dublin",3e+05,"No","No","Second-Hand Dwelling house /Apartment",NA
"524","21/01/2019","20 BELFRY GREEN, CITYWEST, DUBLIN 24","Dublin 24","Dublin",190000,"No","No","Second-Hand Dwelling house /Apartment",NA
"528","21/01/2019","24 AIRPARK AVENUE, DUBLIN 16","Dublin 16","Dublin",470000,"No","No","Second-Hand Dwelling house /Apartment",NA
"529","21/01/2019","24 HAMPTON GREEN, NAVAN RD, DUBLIN 7","Dublin 7","Dublin",150000,"No","No","Second-Hand Dwelling house /Apartment",NA
"532","21/01/2019","25 EATON TERRACE, EATON DR, RATHCOOLE","Dublin 24","Dublin",205000,"No","No","Second-Hand Dwelling house /Apartment",NA
"533","21/01/2019","28 DRUMMOND PLACE, HAROLDS CROSS, DUBLIN 6W","Dublin 6","Dublin",410000,"No","No","Second-Hand Dwelling house /Apartment",NA
"536","21/01/2019","31 RIVER GARDENS, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin",315000,"No","No","Second-Hand Dwelling house /Apartment",NA
"537","21/01/2019","31 TRINITY PLAZA, TARA ST, DUBLIN 2","Dublin 2","Dublin",289100,"No","No","Second-Hand Dwelling house /Apartment",NA
"538","21/01/2019","346 COOLEY RD, DRIMNAGH DUBLIN 12, DUBLIN","Dublin 12","Dublin",355000,"No","No","Second-Hand Dwelling house /Apartment",NA
"539","21/01/2019","4 CHURCH LANE, CHURCH AVE, RATHMINES DUBLIN 6","Dublin 6","Dublin",1750000,"No","No","Second-Hand Dwelling house /Apartment",NA
"541","21/01/2019","4 THE AVENUE, CARRICKMINES MANOR, GLENAMUCK RD DUBLIN 18","Dublin 18","Dublin",442000,"No","No","Second-Hand Dwelling house /Apartment",NA
"542","21/01/2019","40 PEARSE BROTHERS PARK, BALLYBODEN, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin",425000,"No","No","Second-Hand Dwelling house /Apartment",NA
"543","21/01/2019","42 SEAGRAVE DR, CITY GATE, DUBLIN 11","Dublin 11","Dublin",191000,"No","No","Second-Hand Dwelling house /Apartment",NA
"548","21/01/2019","50 ST PETERS SQ, DUBLIN 7, DUBLIN","Dublin 7","Dublin",250000,"No","No","Second-Hand Dwelling house /Apartment",NA
"551","21/01/2019","57 THE LIMES, WEDGEWOD ESTATE, SANDYFORD","Dublin 18","Dublin",451000,"No","No","Second-Hand Dwelling house /Apartment",NA
"553","21/01/2019","6 WALKERS COURT, WALKERS COTTAGES, RANELAGH DUBLIN 6","Dublin 6","Dublin",455000,"No","No","Second-Hand Dwelling house /Apartment",NA
"554","21/01/2019","62 CARLINGFORD PARADE, DUBLIN 2, DUBLIN","Dublin 2","Dublin",295000,"No","No","Second-Hand Dwelling house /Apartment",NA
"556","21/01/2019","63 GLENHILL RD, FINGLAS, DUBLIN 11","Dublin 11","Dublin",310000,"No","No","Second-Hand Dwelling house /Apartment",NA
"557","21/01/2019","64 WENDELL AVE, PORTMARNOCK, DUBLIN","Dublin 13","Dublin",570000,"No","No","Second-Hand Dwelling house /Apartment",NA
"558","21/01/2019","66 LORCAN AVE, SANTRY, DUBLIN 9","Dublin 9","Dublin",368000,"No","No","Second-Hand Dwelling house /Apartment",NA
"560","21/01/2019","73 HIGHFIELD RD, RATHGAR, DUBLIN 6","Dublin 6","Dublin",1580000,"No","No","Second-Hand Dwelling house /Apartment",NA
